Tarea,Inicio,Fin
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 0-2 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-11-01 07:00:00,2024-11-30 17:00:00
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 2-4 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-11-01 07:00:00,2024-11-30 17:00:00
"        EXCAVACIÓN EN ROCA con CUÑA HIDRÁULICA. Incluye perforaciones con taladro neumático rotopercutor de 2"" de diámetro, desembombe, transporte interno y acopio donde lo indique la interventoría y todos los demás elementos necesarios para su correcta ejecución",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Construcción de ENTIBADO TEMPORAL en tablón de madera (6 usos), bajo cualquier altura y grado de humedad. Incluye suministro, transporte y colocación de elementos en madera, el cargue, transporte interno y externo y botada de material sobrantes en los sit",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte e instalación de bomba sumergible para aguas lluvias 3/4HP descarga de 3"", incluye cheque mipel de 3"" universal, flotador eléctrico mércury o similar, arrancador termomagnético, alarma para mal funcionamiento de bomba, accesorios el",2024-11-01 07:00:00,2024-11-30 17:00:00
      LLENOS,2024-11-01 07:00:00,2024-11-30 17:00:00
"        LLENOS EN ARENILLA, compactados mecánicamente hasta obtener una densidad del 98% de la máxima obtenida en el ensayo del Próctor modificado. Incluye el suministro, transporte, colocación de la arenilla, la compactación de la misma y transporte interno. Y s",2024-11-01 07:00:00,2024-11-30 17:00:00
"        LLENOS EN MATERIAL PROVENIENTES DE LA EXCAVACIÓN, compactados mecánicamente hasta obtener una densidad del 95% de la máxima obtenida en el ensayo del próctor modificado. Incluye transporte interno. Su medida será en sitio ya compactado.",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte y colocación de base granular de máximo Ø 1½"", reacomodado con medios MANUALES y compactado al 100% mínimo del ensayo del proctor modificado, según normas para la construcción de pavimentos del INVIAS, y todo lo necesario para su co",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte y colocación de subbase granular de máximo Ø 2½"", reacomodado con medios mecánicos y compactado al 100% mínimo del ensayo del proctor modificado según normas para la construcción de pavimentos del INVIAS. Incluye todo lo necesario p",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte y colocación de TRITURADO de 3/4"" (19mm) y 1"" (25mm) para construcción de CIMENTACIÓN TIPO C1. Incluye transporte interno y todo lo necesario para su correcta instalación.",2024-11-01 07:00:00,2024-11-30 17:00:00
    CARGUE Y TRANSPORTE MANUAL,2024-11-01 07:00:00,2024-11-30 17:00:00
"      CARGUE MECANICO, TRANSPORTE Y BOTADA DE ESCOMBROS, incluye, el cargue con máquina, repaleo, transporte interno y externo y botada de material tipo escombro en los sitios donde lo indique la interventoría y su medida será en el sitio.",2024-11-01 07:00:00,2024-11-30 17:00:00
    ACARREOS,2024-11-01 07:00:00,2024-11-30 17:00:00
"      Acarreo interno de materiales en condiciones de fácil acceso, 0 - 100 metros",2024-11-01 07:00:00,2024-11-30 17:00:00
"      Acarreo interno de materiales para lugares de dificil acceso, pendiente, escalas y senderos en piedra o en tierra. Entre 0 a 100 m. (Incluye cargue, suministro y llenado de canecas de 5 galónes)",2024-11-01 07:00:00,2024-11-30 17:00:00
    AGUAS LLUVIAS,2024-11-01 07:00:00,2024-11-30 17:00:00
      Red ALL externa ,2024-11-01 07:00:00,2024-11-30 17:00:00
"        Tramo de empalme de 8"" con descarga a la red pública de diámetro 16"",Incluye suministro y transporte de los materiales, bocas, accesorios, acondicionador de superficie y adhesivo Novafort y todos los elementos necesarios para su correcta instalación y fun",2024-11-26 07:00:00,2024-11-30 17:00:00
"        Desempalme de la red provisional de aguas lluvias a MH red residuales en acceso a parqueadero sótano, según planos y diseños. Incluye retiro de tuberia y resanes de MH, excavaciones y llenos.",2024-11-26 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-NOVAFORT, con un DIÁMETRO DE 450 mm. Incluye suministro y transporte de los materiales, bocas, accesorios, acondicionador de superficie y adhesivo Novafort y todos los elementos necesarios para su correc",2024-11-01 07:00:00,2024-11-30 17:00:00
      OBRAS COMPLEMENTARIAS ALL,2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte e instalación de CUELLO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN Ø=1.20M. Incluye mortero para ajuste y pega del cuello al cono Según especificaciones técnicas de EEPP de Medellín y de diseño. Incluye suministro, transport",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte e instalación de CILINDRO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN de 1,20m de diámetro. Incluye mortero para ajuste, pega y resane de las juntas y perforaciones del cilindro, Según especificaciones técnicas de EEPP de Med",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Suministro, transporte e instalación de CONO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN de 1,20m de diámetro. Incluye mortero para ajuste y pega del cono al cilindro y resane de las perforaciones, Según especificaciones técnicas de EEPP de Medellí",2024-11-01 07:00:00,2024-11-30 17:00:00
"        Construcción de SUMIDERO de aguas lluvias TIPO B (1.10m x 0.80m medidas externas y prof=0.90m e=0.20m), en concreto de 17.5 Mpa. Incluye suministro, transporte y colocación del concreto, reja metálica, formaleta, vibrado y todo lo necesario para su correc",2024-11-01 07:00:00,2024-11-30 17:00:00
    CONCRETOS,2024-11-01 07:00:00,2024-12-18 17:00:00
"      Colocación de concreto de 14 Mpa para SOLADO, con un espesor DE 0.05 m. Incluye el suministro y el transporte del concreto y todos los demás elementos necesarios para su correcta construcción, incluye acarreo interno.",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de LOSA MACIZA en concreto premezclado de 21 MPa., con un ESPESOR DE 0.20 m. Incluye suministro, transporte, bombeo con Auto bomba y la colocación del concreto, formaleta Súper ""T"" de 19 mm. o su equivalente, aristas biseladas, vibrado, prote",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de DADOS en concreto 21 Mpa en profundidades menores a 1,20 desde la clave de la tuberia. Incluye suministro, transporte, bombeo con Auto bomba y la colocación del concreto y todos los demás elementos necesarios para su correcta construcción.",2024-12-01 07:00:00,2024-12-18 17:00:00
      Construcción de rebanco vaciado en concreo de 21Mpa para tapar desvios (accesorios) de bajantes a nivel de piso,2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de ANCLAJE EPÓXICO sobre estructura de concreto existente para varillas de acero de diámetro hasta 1/2"", incluye el suministro, transporte e instalación del epóxico, perforación mecánica del concreto con broca de diámetro 5/8"" mas del diámetr",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de ANDÉN O PLACAS en concreto de 21 Mpa, espesor de 0.08 m., pendientado y llaneado, vaciado alternado (en cuadros no superiores de 1.5 x 1.5 m). Incluye suministro y transporte de los materiales, nivelación del terreno y adecuación de la sup",2024-11-01 07:00:00,2024-11-18 17:00:00
    ACERO/MALLAS,2024-11-01 07:00:00,2024-11-18 17:00:00
"      Suministro, transporte e instalación de ACERO DE REFUERZO FIGURADO FY= 420 Mpa-60000 PSI, corrugado. Incluye transporte con descarga, transporte interno, alambre de amarre, certificados y todos los elementos necesarios para su correcta instalación, según ",2024-11-01 07:00:00,2024-11-18 17:00:00
      Colocación de MALLA ELECTROSOLDADA EN ESTRUCTURAS. Incluye el suministro y el transporte del material y todos los elementos necesarios para su correcta colocación. NO INCLUYE EL TRANSPORTE DEL SITIO EXTERNO DE LA OBRA AL INTERIOR DE ESTA,2024-11-01 07:00:00,2024-11-18 17:00:00
  FASE 3-3,2024-12-01 07:00:00,2024-12-18 17:00:00
    PRELIMINARES,2024-12-01 07:00:00,2024-12-08 17:00:00
"      LOCALIZACIÓN, TRAZADO Y REPLANTEO. Se utilizará personal experto con equipo de precisión. Se hará con la frecuencia que lo indique la interventoría. Incluye demarcación con pintura, línea de trazado, corte de piso, libretas y planos.",2024-12-01 07:00:00,2024-12-08 17:00:00
    DEMOLICIONES Y RETIROS,2024-12-01 07:00:00,2024-12-18 17:00:00
      DEMOLICIONES,2024-12-01 07:00:00,2024-12-18 17:00:00
"        DEMOLICIÓN ANDENES O PISOS, cargue, transporte y botada de escombros de ESPESOR MÁXIMO DE 0.25m en CONCRETO. Incluye retiro de cordones, retiro de enchape (baldosa, baldosín forros en arenón, madera, vinilo, granito esmerilado, concreto, pisos en gres, en",2024-12-01 07:00:00,2024-12-18 17:00:00
"        DEMOLICIÓN PAVIMENTO ASFÁLTICO (para brecha), cargue, transporte y botada de escombros, HASTA ESPESOR DE 4"". Incluye corte con máquina de disco según trazado y compresor neumático con martillo, además recuperación de los materiales aprovechables o su tran",2024-12-01 07:00:00,2024-12-18 17:00:00
"        DEMOLICIÓN PISO EN CONCRETO de cualquier resistencia con espesor hasta de 12 cm, manual o mecánicamente. Incluye cargue, transporte y botada de escombros, retiro de refuerzo e instalaciones embebidas, compresor neumático con martillo, además recuperación",2024-12-01 07:00:00,2024-12-18 17:00:00
      RETIROS,2024-12-01 07:00:00,2024-12-18 17:00:00
"        RETIRO Y DEMOLICIÓN CAMARA DE INSPECCIÓN cargue, transporte y botada de escombros, manual o mecánicamente, de cualquier resistencia, reforzado o ciclópeo, y en cualquier clase de estructura. Incluye retiro de refuerzo y cualquier tipo de acabado (revoques",2024-12-01 07:00:00,2024-12-18 17:00:00
    MOVIMIENTO DE TIERRAS,2024-12-01 07:00:00,2024-12-18 17:00:00
      EXCAVACIÓN,2024-12-01 07:00:00,2024-12-18 17:00:00
"        EXCAVACIÓN MANUAL de material heterogéneo DE 0-2 m., bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo, botada de material proveniente de las excavaciones en ",2024-12-01 07:00:00,2024-12-18 17:00:00
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 0-2 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-12-01 07:00:00,2024-12-18 17:00:00
"        EXCAVACIÓN MECÁNICA de material heterogéneo DE 2-4 m, bajo cualquier grado de humedad. Incluye: roca descompuesta, bolas de roca de volumen inferior a 0.35 m³., el cargue, transporte interno y externo y botada de material proveniente de las excavaciones e",2024-12-01 07:00:00,2024-12-18 17:00:00
"        EXCAVACIÓN EN ROCA con CUÑA HIDRÁULICA. Incluye perforaciones con taladro neumático rotopercutor de 2"" de diámetro, desembombe, transporte interno y acopio donde lo indique la interventoría y todos los demás elementos necesarios para su correcta ejecución",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Construcción de ENTIBADO TEMPORAL en tablón de madera (6 usos), bajo cualquier altura y grado de humedad. Incluye suministro, transporte y colocación de elementos en madera, el cargue, transporte interno y externo y botada de material sobrantes en los sit",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte e instalación de bomba sumergible para aguas lluvias 3/4HP descarga de 3"", incluye cheque mipel de 3"" universal, flotador eléctrico mércury o similar, arrancador termomagnético, alarma para mal funcionamiento de bomba, accesorios el",2024-12-01 07:00:00,2024-12-18 17:00:00
      LLENOS,2024-12-01 07:00:00,2024-12-18 17:00:00
"        LLENOS EN ARENILLA, compactados mecánicamente hasta obtener una densidad del 98% de la máxima obtenida en el ensayo del Próctor modificado. Incluye el suministro, transporte, colocación de la arenilla, la compactación de la misma y transporte interno. Y s",2024-12-01 07:00:00,2024-12-18 17:00:00
"        LLENOS EN MATERIAL PROVENIENTES DE LA EXCAVACIÓN, compactados mecánicamente hasta obtener una densidad del 95% de la máxima obtenida en el ensayo del próctor modificado. Incluye transporte interno. Su medida será en sitio ya compactado.",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte y colocación de base granular de máximo Ø 1½"", reacomodado con medios MANUALES y compactado al 100% mínimo del ensayo del proctor modificado, según normas para la construcción de pavimentos del INVIAS, y todo lo necesario para su co",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte y colocación de subbase granular de máximo Ø 2½"", reacomodado con medios mecánicos y compactado al 100% mínimo del ensayo del proctor modificado según normas para la construcción de pavimentos del INVIAS. Incluye todo lo necesario p",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte y colocación de TRITURADO de 3/4""(19mm) y 1"" (25mm) para construcción de CIMENTACIÓN TIPO C1. Incluye transporte interno y todo lo necesario para su correcta instalación.",2024-12-01 07:00:00,2024-12-18 17:00:00
    CARGUE Y TRANSPORTE MANUAL,2024-12-01 07:00:00,2024-12-18 17:00:00
"      CARGUE MECANICO, TRANSPORTE Y BOTADA DE ESCOMBROS, incluye, el cargue con máquina, repaleo, transporte interno y externo y botada de material tipo escombro en los sitios donde lo indique la interventoría y su medida será en el sitio.",2024-12-01 07:00:00,2024-12-18 17:00:00
    ACARREOS,2024-12-01 07:00:00,2024-12-18 17:00:00
"      Acarreo interno de materiales en condiciones de fácil acceso, 0 - 100 metros",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Acarreo interno de materiales para lugares de dificil acceso, pendiente, escalas y senderos en piedra o en tierra. Entre 0 a 100 m. (Incluye cargue, suministro y llenado de canecas de 5 galónes)",2024-12-01 07:00:00,2024-12-18 17:00:00
    AGUAS LLUVIAS,2024-12-01 07:00:00,2024-12-18 17:00:00
      Red ALL externa ,2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte e instalación de TUBERÍA PVC-NOVAFORT, con un DIÁMETRO DE 315 mm. Incluye suministro y transporte de los materiales, bocas, accesorios, acondicionador de superficie y adhesivo Novafort y todos los elementos necesarios para su correc",2024-12-01 07:00:00,2024-12-18 17:00:00
      OBRAS COMPLEMENTARIAS ALL,2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte e instalación de CUELLO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN Ø=1.20M. Incluye mortero para ajuste y pega del cuello al cono Según especificaciones técnicas de EEPP de Medellín y de diseño. Incluye suministro, transport",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte e instalación de CILINDRO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN de 1,20m de diámetro. Incluye mortero para ajuste, pega y resane de las juntas y perforaciones del cilindro, Según especificaciones técnicas de EEPP de Med",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Suministro, transporte e instalación de CONO PREFABRICADO EN CONCRETO PARA CÁMARA DE INSPECCIÓN de 1,20m de diámetro. Incluye mortero para ajuste y pega del cono al cilindro y resane de las perforaciones, Según especificaciones técnicas de EEPP de Medellí",2024-12-01 07:00:00,2024-12-18 17:00:00
"        Construcción de SUMIDERO de aguas lluvias TIPO B (1.10m x 0.80m medidas externas y prof=0.90m e=0.20m), en concreto de 17.5 Mpa. Incluye suministro, transporte y colocación del concreto, reja metálica, formaleta, vibrado y todo lo necesario para su correc",2024-12-01 07:00:00,2024-12-18 17:00:00
    CONCRETOS,2024-12-01 07:00:00,2024-12-18 17:00:00
"      Colocación de concreto de 14 Mpa para SOLADO, con un espesor DE 0.05 m. Incluye el suministro y el transporte del concreto y todos los demás elementos necesarios para su correcta construcción, incluye acarreo interno.",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de LOSA MACIZA en concreto premezclado de 21 MPa., con un ESPESOR DE 0.20 m. Incluye suministro, transporte, bombeo con Auto bomba y la colocación del concreto, formaleta Súper ""T"" de 19 mm. o su equivalente, aristas biseladas, vibrado, prote",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de ANCLAJE EPÓXICO sobre estructura de concreto existente para varillas de acero de diámetro hasta 1/2"", incluye el suministro, transporte e instalación del epóxico, perforación mecánica del concreto con broca de diámetro 5/8"" mas del diámetr",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de DADOS en concreto 21 Mpa en profundidades menores a 1,20 desde la clave de la tuberia. Incluye suministro, transporte, bombeo con Auto bomba y la colocación del concreto y todos los demás elementos necesarios para su correcta construcción.",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Construcción de ANDÉN O PLACAS en concreto de 21 Mpa, espesor de 0.08 m., pendientado y llaneado, vaciado alternado (en cuadros no superiores de 1.5 x 1.5 m). Incluye suministro y transporte de los materiales, nivelación del terreno y adecuación de la sup",2024-12-01 07:00:00,2024-12-18 17:00:00
    ACERO/MALLAS,2024-12-01 07:00:00,2024-12-18 17:00:00
"      Suministro, transporte e instalación de ACERO DE REFUERZO FIGURADO FY= 420 Mpa-60000 PSI, corrugado. Incluye transporte con descarga, transporte interno, alambre de amarre, certificados y todos los elementos necesarios para su correcta instalación, según ",2024-12-01 07:00:00,2024-12-18 17:00:00
      Colocación de MALLA ELECTROSOLDADA EN ESTRUCTURAS. Incluye el suministro y el transporte del material y todos los elementos necesarios para su correcta colocación. NO INCLUYE EL TRANSPORTE DEL SITIO EXTERNO DE LA OBRA AL INTERIOR DE ESTA,2024-12-01 07:00:00,2024-12-18 17:00:00
    VÍAS Y PARQUEADERO,2024-12-11 07:00:00,2024-12-18 17:00:00
"      Suministro, transporte y colocación de mezcla asfáltica en caliente para pavimento MDC-19 (de 0 - 50 m3). Compactada con medios mecánicos según normas para la construcción de pavimentos del INVIAS. Incluye compactador Rodillo tipo DD-24 + Operador + Combu",2024-12-11 07:00:00,2024-12-18 17:00:00
    SEÑALIZACIÓN Y DEMARCACIÓN VÍAL,2024-12-12 07:00:00,2024-12-18 17:00:00
"      Suministro e instalación de marcas viales con material plástico en frío con resistencia al deslizamiento (flechas direccionales, flechas de fin de carril, textos, pares, triángulos ceda el paso, diamantes ceda el paso, textos de zona, pictograma de zona e",2024-12-12 07:00:00,2024-12-18 17:00:00
"      Suministro e instalación de marcas viales con material plástico en frío con resistencia al deslizamiento , Incluye alúmina antideslizante. LINEA BLANCA O AMARILLA, Canalización continua o segmentada (12cm)",2024-12-12 07:00:00,2024-12-18 17:00:00
    PRUEBAS Y ENSAYOS,2024-12-09 07:00:00,2024-12-18 17:00:00
"      Limpieza de cámaras de inspección, limpieza de la tubería de alcantarillado residual, llúvia o combinada que se construyó. Se contrata mínimo dos horas",2024-12-09 07:00:00,2024-12-18 17:00:00
"      Informe final de las obras construidas de concesión y vertimientos de aguas, plano y registro fotográfico. Incluye la solicitud y trámite del cierre del expediente o resolución ante dicha autoridad ambiental.",2024-12-12 07:00:00,2024-12-18 17:00:00
"      Instalación registros de prueba de tuberías, tapón de limpieza en PVC en la parte superior e inferior de bajantes",2024-12-12 07:00:00,2024-12-18 17:00:00
    OBRAS COMPLEMENTARIAS,2024-12-01 07:00:00,2024-12-18 17:00:00
"      Suministro, transporte y colocación de cordón prefabricado de 0.15 x 0.35 x 0.80 m. de concreto de 21 Mpa, tres caras, juntas ranuradas, referencia Bordillo Barrera Recto Tipo U50 (según M.E.P). Incluye excavación, conformación del terreno, ajustes de con",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Transporte y siembra de grama tipo Macana, la cual debe ser sembrada por cespedón o cuadriculas con suficiente material radicular que garantice su prendimiento, sobre un sustrato, perfilado, subsolado y fertilización foliar.",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Suministro, transporte e instalación de filtros para abatimiento de nivel freático con tubería perforada con un diámetro de 200mm., con una sección de 0.4 x 0.4 m. Incluye Geotextil y triturado de 1"" y todos los demás elementos para su correcta construcci",2024-12-01 07:00:00,2024-12-18 17:00:00
"      Instalación de GEOTEXTIL NT 2000 tipo Pavco para filtro o equivalente. Incluye suministro y transporte de los materiales, traslapos, costuras y todos los elementos necesarios para su correcta instalación y funcionamiento. Según diseño.",2024-12-01 07:00:00,2024-12-18 17:00:00
FIN DE OBRA,2024-12-18 17:00:00,2024-12-18 17:00:00
INVERSIÓN GESTIÓN SOCIAL Y COMUNICACIONES,2024-07-22 07:00:00,2024-12-18 17:00:00
INVERSIÓN GESTIÓN AMBIENTAL,2024-07-22 07:00:00,2024-12-18 17:00:00
INVERSIÓN SEGURIDAD Y SALUD EN EL TRABAJO,2024-07-22 07:00:00,2024-12-18 17:00:00
PRESUPUESTO PLAN DE MANEJO DE TRANSITO,2024-07-22 07:00:00,2024-12-18 17:00:00
